31	285,286,287,288,289,290,291,292
32	293,294,295,296,297,298,299,300
33	359,360,361,362,363,364,365,366
34	351,352,353,354,355,356,357,358
35	367,368,369,370,371,372,373,374
43	301,302,303,304,305,306,307,308
47	317,318,319,320,321,322,323,324
48	463,464,465,466,467,468,469,470
51	375,376,377,378,379,380,381,382
52	269,270,271,272,276,273,274,275
53	654,655,656,657,658,659,660,661
54	662,663,664,665,666,667,668,669
244	570,571,572,573,574,575,576,577
403	421,422,423,424,425,426,427,428
404	429,430,431,432,433,434,435,436
438	447,448,449,450,451,452,453,454
499	578,579,580,581,582,583,584,585
544	309,310,311,312,313,314,315,316
561	562,563,564,565,566,567,568,569
588	638,639,640,641,642,643,644,645
595	646,647,648,649,650,651,652,653
687	694,695,696,697,698,699,700,701
702	703,704,705,706,707,708,709,710
712	732,733,734,735,736,737,738,739
714	740,741,742,743,744,745,746,747
715	834,835,836,837,838,839,840,841
716	842,843,844,845,846,847,848,849
717	748,749,750,751,752,753,754,755
720	756,757,758,759,760,761,762,763
721	764,765,766,767,768,769,770,771
723	724,725,726,727,728,729,730,731
772	773,774,775,776,777,778,779,780
781	782,783,784,785,786,787,788,789
790	791,792,793,794,795,796,797,798
799	800,801,802,803,804,805,806,807
808	809,810,811,812,813,814,815,816
822	850,851,852,853,854,855,856,857
823	824,825,826,827,828,829,830,831
